index,national,country,format_name,name,geo_type,iso_a3,marker_lat,marker_long,name_popup,inc_popup,inc_popup_cd,inc_popup_uc,epi_stage_popup,WESP_18_class_popup,inc_IBD,inc_CD,inc_UC,inc_IBD_popup,inc_CD_popup,inc_UC_popup,epi_stage,pop_based,inc_most_recent,inc_AAPC,WESP_18_class,UN_geoscheme,decade,Notes,DeveloperNotes
206,,Spain,Sagunto,Sagunto,municipality,,39.6792916,-0.2786451,"<p style=""font-size: 150%""><b>Sagunto</b></p>","<p style=""font-size: 125%""><b>Sagunto:</b> Over the 1983–1989 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 3.1/100,000 and 4/100,000, respectively (<a href='https://pubmed.ncbi.nlm.nih.gov/2090171/' target='_blank'>Hinojosa 1990</a>).</p>","<p style=""font-size: 125%""><b>Sagunto:</b> Over the 1983–1989 period, the incidence of Crohn’s disease was estimated at 3.1/100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/2090171/' target='_blank'>Hinojosa 1990</a>).</p>","<p style=""font-size: 125%""><b>Sagunto:</b> Over the 1983–1989 period, the incidence of ulcerative colitis was estimated at 4/100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/2090171/' target='_blank'>Hinojosa 1990</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: developed</p>",,,,,,,AI,pop,,,developed,,,,
207,,Spain,Soria,Soria,municipality,,41.7666,2.479,"<p style=""font-size: 150%""><b>Soria</b></p>","<p style=""font-size: 125%""><b>Soria:</b> Over the 1981–1990 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 1.3/100,000 and 3.2/100,000, respectively (Alonso 1992(Enfermedad inflamatoria intestinal en la provincia de Soria. Estudio clinico y epidemiologico retrospectivo del periodo 1981-1990)).</p>","<p style=""font-size: 125%""><b>Soria:</b> Over the 1981–1990 period, the incidence of Crohn’s disease was estimated at 1.3/100,000 (Alonso 1992(Enfermedad inflamatoria intestinal en la provincia de Soria. Estudio clinico y epidemiologico retrospectivo del periodo 1981-1990)).</p>","<p style=""font-size: 125%""><b>Soria:</b> Over the 1981–1990 period, the incidence of ulcerative colitis was estimated at 3.2/100,000 (Alonso 1992(Enfermedad inflamatoria intestinal en la provincia de Soria. Estudio clinico y epidemiologico retrospectivo del periodo 1981-1990)).</p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: developed</p>",,,,,,,AI,pop,,,developed,,,,
208,,Spain,Vigo,Vigo,municipality,,42.2376602,-8.7247205,"<p style=""font-size: 150%""><b>Vigo</b></p>","<p style=""font-size: 125%""><b>Vigo:</b> Over the 1991–1993 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 5/100,000 and 7.7/100,000, respectively (Brullet 1998(Estudio epidemiologico sobre la incidencia de enfermedad inflamatoria intestinal en cuatro areas espanolas)). In 2011, the incidence of Crohn’s disease was 6.9/100,000 and was 10.8/100,000 in 2010. In 2011, the incidence of ulcerative colitis was 9.9/100,000 and was 9.4/100,000 in 2010 (<a href='https://academic.oup.com/ecco-jcc/article/8/11/1506/357882?login=false' target='_blank'>Vegh 2014</a>).</p>","<p style=""font-size: 125%""><b>Vigo:</b> Over the 1991–1993 period, the incidence of Crohn’s disease was estimated at 5/100,000 (Brullet 1998(Estudio epidemiologico sobre la incidencia de enfermedad inflamatoria intestinal en cuatro areas espanolas)). In 2011, the incidence of Crohn’s disease was 6.9/100,000 and was 10.8/100,000 in 2010 (<a href='https://academic.oup.com/ecco-jcc/article/8/11/1506/357882?login=false' target='_blank'>Vegh 2014</a>).</p>","<p style=""font-size: 125%""><b>Vigo:</b> Over the 1991–1993 period, the incidence of ulcerative colitis was estimated at 7.7/100,000 (Brullet 1998(Estudio epidemiologico sobre la incidencia de enfermedad inflamatoria intestinal en cuatro areas espanolas)).  In 2011, the incidence of ulcerative colitis was 9.9/100,000 and was 9.4/100,000 in 2010 (<a href='https://academic.oup.com/ecco-jcc/article/8/11/1506/357882?login=false' target='_blank'>Vegh 2014</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: developed</p>",,,,,,,AI,pop,,,developed,,,,
209,No,Sri Lanka,Sri Lanka,Sri Lanka,country,LKA,7.87739585,80.66247852,"<p style=""font-size: 150%""><b>Sri Lanka</b></p>","<p style=""font-size: 125%""><b>Colombo and Gampaha:</b> In 2007, the incidence of Crohn’s disease and ulcerative colitis was estimated at 0.09/100,000 and 0.69/100,000, respectively (<a href='https://bmcgastroenterol.biomedcentral.com/articles/10.1186/1471-230X-10-32' target='_blank'>Niriella 2010</a>). In 2011, in Gampaha alone, the incidence of Crohn’s disease and ulcerative colitis was estimated at 0.59/100,000 and 0.95/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S0016508513005003?via%3Dihub' target='_blank'>Ng 2013</a>). Over the 2011–2013 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 0.52/100,000 and 1.17/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S0016508516301950?via%3Dihub' target='_blank'>Ng 2016</a>).</p>","<p style=""font-size: 125%""><b>Colombo and Gampaha:</b> In 2007, the incidence of Crohn’s disease was estimated at 0.09/100,000 (<a href='https://bmcgastroenterol.biomedcentral.com/articles/10.1186/1471-230X-10-32' target='_blank'>Niriella 2010</a>). By 2011, in Gampaha alone, the incidence of Crohn’s disease was estimated at 0.59/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508513005003?via%3Dihub' target='_blank'>Ng 2013</a>). Over the 2011–2013 period, the incidence of Crohn’s disease was estimated at 0.52/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508516301950?via%3Dihub' target='_blank'>Ng 2016</a>).</p>","<p style=""font-size: 125%""><b>Colombo and Gampaha:</b> In 2007, the incidence of ulcerative colitis was estimated at  0.69/100,000 (<a href='https://bmcgastroenterol.biomedcentral.com/articles/10.1186/1471-230X-10-32' target='_blank'>Niriella 2010</a>). In 2011, in Gampaha alone, the incidence of ulcerative colitis was estimated at 0.95/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508513005003?via%3Dihub' target='_blank'>Ng 2013</a>). Over the 2011–2013 period, the incidence was estimated at 1.17/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508516301950?via%3Dihub' target='_blank'>Ng 2016</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: emergence</p>","<p style=""font-size: 125%"">Country status: developing</p>",9.762696117,8.914816577,5.506878409,"<p style=""font-size: 125%"">Overall incidence: 9.76<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 8.91<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 5.51<br></p>",E,pop,,,developing,,,,
210,,Sri Lanka,Columbo And Gampaha,Columbo and Gampaha,region,,7.1658319,79.8844909,"<p style=""font-size: 150%""><b>Colombo and Gampaha</b></p>","<p style=""font-size: 125%""><b>Colombo and Gampaha:</b> In 2007, the incidence of Crohn’s disease and ulcerative colitis was estimated at 0.09/100,000 and 0.69/100,000, respectively (<a href='https://bmcgastroenterol.biomedcentral.com/articles/10.1186/1471-230X-10-32' target='_blank'>Niriella 2010</a>). In 2011, in Gampaha alone, the incidence of Crohn’s disease and ulcerative colitis was estimated at 0.59/100,000 and 0.95/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S0016508513005003?via%3Dihub' target='_blank'>Ng 2013</a>). Over the 2011–2013 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 0.52/100,000 and 1.17/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S0016508516301950?via%3Dihub' target='_blank'>Ng 2016</a>).</p>","<p style=""font-size: 125%""><b>Colombo and Gampaha:</b> In 2007, the incidence of Crohn’s disease was estimated at 0.09/100,000 (<a href='https://bmcgastroenterol.biomedcentral.com/articles/10.1186/1471-230X-10-32' target='_blank'>Niriella 2010</a>). By 2011, in Gampaha alone, the incidence of Crohn’s disease was estimated at 0.59/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508513005003?via%3Dihub' target='_blank'>Ng 2013</a>). Over the 2011–2013 period, the incidence of Crohn’s disease was estimated at 0.52/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508516301950?via%3Dihub' target='_blank'>Ng 2016</a>).</p>","<p style=""font-size: 125%""><b>Colombo and Gampaha:</b> In 2007, the incidence of ulcerative colitis was estimated at 0.69/100,000 (<a href='https://bmcgastroenterol.biomedcentral.com/articles/10.1186/1471-230X-10-32' target='_blank'>Niriella 2010</a>). In 2011, in Gampaha alone, the incidence of ulcerative colitis was estimated at 0.95/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508513005003?via%3Dihub' target='_blank'>Ng 2013</a>). Over the 2011–2013 period, the incidence was estimated at 1.17/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508516301950?via%3Dihub' target='_blank'>Ng 2016</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: emergence</p>","<p style=""font-size: 125%"">Country status: developing</p>",,,,,,,E,pop,,,developing,,,,
211,No,Sweden,Sweden,Sweden,country,SWE,59.6749712,14.5208584,"<p style=""font-size: 150%""><b>Sweden</b></p>","<p style=""font-size: 125%""><b>Linköping:</b> In 2010, the incidence of Crohn’s disease and ulcerative colitis was 10.1/100,000 and 16.5/100,000, respectively (<a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).<br><br>

<b>Malmö:</b> Over the 1958–1973 period, the incidence of Crohn’s disease was estimated at 4.8/100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/1150043/' target='_blank'>Brahme 1975</a>). Over the 1958–1982 period, the incidence of ulcerative colitis was estimated at 6.3/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365529509093233' target='_blank'>Stewenius 1995</a>).<br><br>

<b>Northern:</b> Over the 1974–1981 period, the incidence of Crohn’s disease was estimated at 4.45/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528608996441' target='_blank'>Nyhlin 1986</a>).<br><br>

<b>Örebro:</b> In 2010, the incidence of Crohn’s disease and ulcerative colitis was 8.3/100,000 and 16.1/100,000, respectively (<a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).<br><br>

<b>Stockholm:</b> Over the 1955–2001 period, the incidence of Crohn’s disease was estimated at 3.7/100,000. Over the 1990–2001, the incidence of Crohn’s disease was estimated at 8.3/100,000 (<a href='https://gut.bmj.com/content/41/4/480' target='_blank'>Lapidus 1997</a>, <a href='https://www.wjgnet.com/1007-9327/full/v12/i1/75.htm' target='_blank'>Lapidus 2006</a>).<br><br>

<b>Umea:</b> Over the 1974–1981 period, the incidence of Crohn’s disease was estimated at 4.97/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528608996441' target='_blank'>Nyhlin 1986</a>).<br><br>

<b>Uppsala:</b> In 1945, the incidence of ulcerative colitis was 2/100,000 (<a href='https://academic.oup.com/ecco-jcc/article/4/5/532/2366458?login=false' target='_blank'>Ronnblom 2010</a>). In 1965, the incidence of Crohn’s disease and ulcerative colitis was 5.36/100,000 and 6.58/100,000, respectively (<a href='https://www.gastrojournal.org/article/0016-5085(91)90202-V/pdf?referrer=https%3A%2F%2Fucalgary.maps.arcgis.com%2Fapps%2Fdashboards%2F3039bf6257ac4397b243dcd4915e44b5' target='_blank'>Ekbom 1991</a>). In 2009, the incidence of Crohn’s disease and ulcerative colitis was 8.39/100,000 and 21.3/100,000, respectively (<a href='https://academic.oup.com/ecco-jcc/article/8/3/215/528070?login=false' target='_blank'>Sjoberg 2014</a>, <a href='https://academic.oup.com/ecco-jcc/article/7/9/e351/426757?login=false' target='_blank'>Sjoberg 2013</a>).<br><br>

References: <a href='https://pubmed.ncbi.nlm.nih.gov/1150043/' target='_blank'>Brahme 1975</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365528608996441' target='_blank'>Nyhlin 1986</a>, <a href='https://www.gastrojournal.org/article/0016-5085(91)90202-V/pdf?referrer=https%3A%2F%2Fucalgary.maps.arcgis.com%2Fapps%2Fdashboards%2F3039bf6257ac4397b243dcd4915e44b5' target='_blank'>Ekbom 1991</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365529509093233' target='_blank'>Stewenius 1995</a>, <a href='https://gut.bmj.com/content/41/4/480' target='_blank'>Lapidus 1997</a>, <a href='https://www.wjgnet.com/1007-9327/full/v12/i1/75.htm' target='_blank'>Lapidus 2006</a>, <a href='https://academic.oup.com/ecco-jcc/article/4/5/532/2366458?login=false' target='_blank'>Ronnblom 2010</a>, <a href='https://academic.oup.com/ecco-jcc/article/7/9/e351/426757?login=false' target='_blank'>Sjoberg 2013</a>, <a href='https://academic.oup.com/ecco-jcc/article/7/9/e351/426757?login=false' target='_blank'>Burisch 2014</a>, <a href='https://academic.oup.com/ecco-jcc/article/8/3/215/528070?login=false' target='_blank'>Sjoberg 2014</a></p>","<p style=""font-size: 125%""><b>Linköping:</b> In 2010, the incidence of Crohn’s disease was 10.1/100,000 (<a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).<br><br>

<b>Malmö:</b> Over the 1958–1973 period, the incidence of Crohn’s disease was estimated at 4.8/100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/1150043/' target='_blank'>Brahme 1975</a>).<br><br>

<b>Northern:</b> Over the 1974–1981 period, the incidence of Crohn’s disease was estimated at 4.45/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528608996441' target='_blank'>Nyhlin 1986</a>).<br><br>

<b>Örebro:</b> In 2010, the incidence of Crohn’s disease was 8.3/100,000 (<a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).<br><br>

<b>Stockholm:</b> Over the 1955–2001 period, the incidence of Crohn’s disease was estimated at 3.7/100,000. Over the 1990–2001, the incidence was estimated at 8.3/100,000 (<a href='https://gut.bmj.com/content/41/4/480' target='_blank'>Lapidus 1997</a>, <a href='https://www.wjgnet.com/1007-9327/full/v12/i1/75.htm' target='_blank'>Lapidus 2006</a>).<br><br>

<b>Umea:</b> Over the 1974–1981 period, the incidence of Crohn’s disease was estimated at 4.97/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528608996441' target='_blank'>Nyhlin 1986</a>).<br><br>

<b>Uppsala:</b> In 1965, the incidence of Crohn’s disease was 5.36/100,000 (<a href='https://www.gastrojournal.org/article/0016-5085(91)90202-V/pdf?referrer=https%3A%2F%2Fucalgary.maps.arcgis.com%2Fapps%2Fdashboards%2F3039bf6257ac4397b243dcd4915e44b5' target='_blank'>Ekbom 1991</a>). In 2009, the incidence of Crohn’s disease was 8.39/100,000 (<a href='https://academic.oup.com/ecco-jcc/article/8/3/215/528070?login=false' target='_blank'>Sjoberg 2014</a>, <a href='https://academic.oup.com/ecco-jcc/article/7/9/e351/426757?login=false' target='_blank'>Sjoberg 2013</a>).<br><br>

References: <a href='https://pubmed.ncbi.nlm.nih.gov/1150043/' target='_blank'>Brahme 1975</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365528608996441' target='_blank'>Nyhlin 1986</a>, <a href='https://www.gastrojournal.org/article/0016-5085(91)90202-V/pdf?referrer=https%3A%2F%2Fucalgary.maps.arcgis.com%2Fapps%2Fdashboards%2F3039bf6257ac4397b243dcd4915e44b5' target='_blank'>Ekbom 1991</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365529509093233' target='_blank'>Stewenius 1995</a>, <a href='https://gut.bmj.com/content/41/4/480' target='_blank'>Lapidus 1997</a>, <a href='https://www.wjgnet.com/1007-9327/full/v12/i1/75.htm' target='_blank'>Lapidus 2006</a>, <a href='https://academic.oup.com/ecco-jcc/article/4/5/532/2366458?login=false' target='_blank'>Ronnblom 2010</a>, <a href='https://academic.oup.com/ecco-jcc/article/7/9/e351/426757?login=false' target='_blank'>Sjoberg 2013</a>, <a href='https://academic.oup.com/ecco-jcc/article/7/9/e351/426757?login=false' target='_blank'>Burisch 2014</a>, <a href='https://academic.oup.com/ecco-jcc/article/8/3/215/528070?login=false' target='_blank'>Sjoberg 2014</a></p>","<p style=""font-size: 125%""><b>Linköping:</b> In 2010, the incidence of ulcerative colitis was 16.5/100,000 (<a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).<br><br>

<b>Malmö:</b> Over the 1958–1982 period, the incidence of ulcerative colitis was estimated at 6.3/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365529509093233' target='_blank'>Stewenius 1995</a>).<br><br>

<b>Örebro:</b> In 2010, the incidence of ulcerative colitis was 16.1/100,000 (<a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).<br><br>

<b>Uppsala:</b> In 1945, the incidence of ulcerative colitis was 2/100,000 (<a href='https://academic.oup.com/ecco-jcc/article/4/5/532/2366458?login=false' target='_blank'>Ronnblom 2010</a>). In 1965, the incidence of ulcerative colitis was 5.36/100,000 and 6.58/100,000 (<a href='https://www.gastrojournal.org/article/0016-5085(91)90202-V/pdf?referrer=https%3A%2F%2Fucalgary.maps.arcgis.com%2Fapps%2Fdashboards%2F3039bf6257ac4397b243dcd4915e44b5' target='_blank'>Ekbom 1991</a>). In 2009, the incidence of ulcerative colitis was 8.39/100,000 and 21.3/100,000 (<a href='https://academic.oup.com/ecco-jcc/article/8/3/215/528070?login=false' target='_blank'>Sjoberg 2014</a>, <a href='https://academic.oup.com/ecco-jcc/article/7/9/e351/426757?login=false' target='_blank'>Sjoberg 2013</a>).<br><br>

References: <a href='https://pubmed.ncbi.nlm.nih.gov/1150043/' target='_blank'>Brahme 1975</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365528608996441' target='_blank'>Nyhlin 1986</a>, <a href='https://www.gastrojournal.org/article/0016-5085(91)90202-V/pdf?referrer=https%3A%2F%2Fucalgary.maps.arcgis.com%2Fapps%2Fdashboards%2F3039bf6257ac4397b243dcd4915e44b5' target='_blank'>Ekbom 1991</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365529509093233' target='_blank'>Stewenius 1995</a>, <a href='https://gut.bmj.com/content/41/4/480' target='_blank'>Lapidus 1997</a>, <a href='https://www.wjgnet.com/1007-9327/full/v12/i1/75.htm' target='_blank'>Lapidus 2006</a>, <a href='https://academic.oup.com/ecco-jcc/article/4/5/532/2366458?login=false' target='_blank'>Ronnblom 2010</a>, <a href='https://academic.oup.com/ecco-jcc/article/7/9/e351/426757?login=false' target='_blank'>Sjoberg 2013</a>, <a href='https://academic.oup.com/ecco-jcc/article/7/9/e351/426757?login=false' target='_blank'>Burisch 2014</a>, <a href='https://academic.oup.com/ecco-jcc/article/8/3/215/528070?login=false' target='_blank'>Sjoberg 2014</a></p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developed</p>",8.666653297,8.847372565,16.10750474,"<p style=""font-size: 125%"">Overall incidence: 8.67<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 8.85<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 16.11<br></p>",AI,notpop,,,developed,,,,
212,,Sweden,Northern Sweden,Northern Sweden,region,,65.060631,25.439585,"<p style=""font-size: 150%""><b>Northern Sweden</b></p>","<p style=""font-size: 125%""><b>Northern:</b> Over the 1974–1981 period, the incidence of Crohn’s disease was estimated at 4.45/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528608996441' target='_blank'>Nyhlin 1986</a>).</p>","<p style=""font-size: 125%""><b>Northern:</b> Over the 1974–1981 period, the incidence of Crohn’s disease was estimated at 4.45/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528608996441' target='_blank'>Nyhlin 1986</a>).</p>",,"<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developed</p>",,,,,,,AI,notpop,,,developed,,,,
213,,Sweden,Linköping,Linkoping,municipality,,58.4098135,15.6245252,"<p style=""font-size: 150%""><b>Linköping</b></p>","<p style=""font-size: 125%""><b>Linköping:</b> In 2010, the incidence of Crohn’s disease and ulcerative colitis was 10.1/100,000 and 16.5/100,000, respectively (<a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).</p>","<p style=""font-size: 125%""><b>Linköping:</b> In 2010, the incidence of Crohn’s disease was 10.1/100,000 (<a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).</p>","<p style=""font-size: 125%""><b>Linköping:</b> In 2010, the incidence of ulcerative colitis was 16.5/100,000 (<a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developed</p>",,,,,,,AI,notpop,,,developed,,,,
214,,Sweden,Malmö,Malmo,municipality,,55.6052931,13.0001566,"<p style=""font-size: 150%""><b>Malmö</b></p>","<p style=""font-size: 125%""><b>Malmö:</b> Over the 1958–1973 period, the incidence of Crohn’s disease was estimated at 4.8/100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/1150043/' target='_blank'>Brahme 1975</a>). Over the 1958–1982 period, the incidence of ulcerative colitis was estimated at 6.3/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365529509093233' target='_blank'>Stewenius 1995</a>).</p>","<p style=""font-size: 125%""><b>Malmö:</b> Over the 1958–1973 period, the incidence of Crohn’s disease was estimated at 4.8/100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/1150043/' target='_blank'>Brahme 1975</a>).</p>","<p style=""font-size: 125%""><b>Malmö:</b> Over the 1958–1982 period, the incidence of ulcerative colitis was estimated at 6.3/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365529509093233' target='_blank'>Stewenius 1995</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developed</p>",,,,,,,AI,notpop,,,developed,,,,
215,,Sweden,Örebro,Orebro,municipality,,59.2747287,15.2151181,"<p style=""font-size: 150%""><b>Örebro</b></p>","<p style=""font-size: 125%""><b>Örebro:</b> In 2010, the incidence of Crohn’s disease and ulcerative colitis was 8.3/100,000 and 16.1/100,000, respectively (<a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).</p>","<p style=""font-size: 125%""><b>Örebro:</b> In 2010, the incidence of Crohn’s disease was 8.3/100,000 (<a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).</p>","<p style=""font-size: 125%""><b>Örebro:</b> In 2010, the incidence of ulcerative colitis was 16.1/100,000 (<a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developed</p>",,,,,,,AI,notpop,,,developed,,,,
216,,Sweden,Stockholm,STOCKHOLM,municipality,,59.3251172,18.0710935,"<p style=""font-size: 150%""><b>Stockholm</b></p>","<p style=""font-size: 125%""><b>Stockholm:</b> Over the 1955–2001 period, the incidence of Crohn’s disease was estimated at 3.7/100,000. Over the 1990–2001, the incidence of Crohn’s disease was estimated at 8.3/100,000 (<a href='https://gut.bmj.com/content/41/4/480' target='_blank'>Lapidus 1997</a>, <a href='https://www.wjgnet.com/1007-9327/full/v12/i1/75.htm' target='_blank'>Lapidus 2006</a>).</p>","<p style=""font-size: 125%""><b>Stockholm:</b> Over the 1955–2001 period, the incidence of Crohn’s disease was estimated at 3.7/100,000. Over the 1990–2001, the incidence was estimated at 8.3/100,000 (<a href='https://gut.bmj.com/content/41/4/480' target='_blank'>Lapidus 1997</a>, <a href='https://www.wjgnet.com/1007-9327/full/v12/i1/75.htm' target='_blank'>Lapidus 2006</a>).</p>",,"<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developed</p>",,,,,,,AI,notpop,,,developed,,,,
217,,Sweden,Umeå Health District,Umea,municipality,,63.8256568,20.2630745,"<p style=""font-size: 150%""><b>Umeå</b></p>","<p style=""font-size: 125%""><b>Umeå:</b> Over the 1974–1981 period, the incidence of Crohn’s disease was estimated at 4.97/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528608996441' target='_blank'>Nyhlin 1986</a>).</p>","<p style=""font-size: 125%""><b>Umeå:</b> Over the 1974–1981 period, the incidence of Crohn’s disease was estimated at 4.97/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528608996441' target='_blank'>Nyhlin 1986</a>).</p>",,"<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developed</p>",,,,,,,AI,notpop,,,developed,,,,
218,,Sweden,Uppsala,Uppsala,municipality,,59.8586126,17.6387436,"<p style=""font-size: 150%""><b>Uppsala</b></p>","<p style=""font-size: 125%""><b>Uppsala:</b> In 1945, the incidence of ulcerative colitis was 2/100,000 (<a href='https://academic.oup.com/ecco-jcc/article/4/5/532/2366458?login=false' target='_blank'>Ronnblom 2010</a>). In 1965, the incidence of Crohn’s disease and ulcerative colitis was 5.36/100,000 and 6.58/100,000, respectively (<a href='https://www.gastrojournal.org/article/0016-5085(91)90202-V/pdf?referrer=https%3A%2F%2Fucalgary.maps.arcgis.com%2Fapps%2Fdashboards%2F3039bf6257ac4397b243dcd4915e44b5' target='_blank'>Ekbom 1991</a>). In 2009, the incidence of Crohn’s disease and ulcerative colitis was 8.39/100,000 and 21.3/100,000, respectively (<a href='https://academic.oup.com/ecco-jcc/article/8/3/215/528070?login=false' target='_blank'>Sjoberg 2014</a>, <a href='https://academic.oup.com/ecco-jcc/article/7/9/e351/426757?login=false' target='_blank'>Sjoberg 2013</a>).</p>","<p style=""font-size: 125%""><b>Uppsala:</b> In 1965, the incidence of Crohn’s disease was 5.36/100,000 (<a href='https://www.gastrojournal.org/article/0016-5085(91)90202-V/pdf?referrer=https%3A%2F%2Fucalgary.maps.arcgis.com%2Fapps%2Fdashboards%2F3039bf6257ac4397b243dcd4915e44b5' target='_blank'>Ekbom 1991</a>). In 2009, the incidence of Crohn’s disease was 8.39/100,000 (<a href='https://academic.oup.com/ecco-jcc/article/8/3/215/528070?login=false' target='_blank'>Sjoberg 2014</a>, <a href='https://academic.oup.com/ecco-jcc/article/7/9/e351/426757?login=false' target='_blank'>Sjoberg 2013</a>).</p>","<p style=""font-size: 125%""><b>Uppsala:</b> In 1945, the incidence of ulcerative colitis was 2/100,000 (<a href='https://academic.oup.com/ecco-jcc/article/4/5/532/2366458?login=false' target='_blank'>Ronnblom 2010</a>). In 1965, the incidence of ulcerative colitis was 6.58/100,000 (<a href='https://www.gastrojournal.org/article/0016-5085(91)90202-V/pdf?referrer=https%3A%2F%2Fucalgary.maps.arcgis.com%2Fapps%2Fdashboards%2F3039bf6257ac4397b243dcd4915e44b5' target='_blank'>Ekbom 1991</a>). In 2009, the incidence of ulcerative colitis was 8.39/100,000 and 21.3/100,000 (<a href='https://academic.oup.com/ecco-jcc/article/8/3/215/528070?login=false' target='_blank'>Sjoberg 2014</a>, <a href='https://academic.oup.com/ecco-jcc/article/7/9/e351/426757?login=false' target='_blank'>Sjoberg 2013</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developed</p>",,,,,,,AI,notpop,,,developed,,,,
