Author,StudyYear,Continent,Country,Region,geo_type,zoom,admin,name,name_format,AgeRange,age_cat,Subgroup,Year,year_mid,IBD_IncidencePer100000,CD_IncidencePer100000,UC_IncidencePer100000,IBDU_IncidencePer100000,IBD_PrevalencePer100000,CD_PrevalencePer100000,UC_PrevalencePer100000,IBDU_PrevalencePer100000,Standardization,Reference,URL
Virta,2017,Europe,Finland,Finland,country,,Finland,Finland,Finland,<20,Pediatric-Onset,Overall,2011-2014,2013,23.1,,,,,,,,,Virta et al. Inflammatory Bowel Disease Incidence is on the Continuous Rise Among All Paediatric Patients Except for the Very Young: A Nationwide Registry-based Study on 28-Year Follow-up. J Crohn Colitis. 2017;11:150.,http://dx.doi.org/10.1093/ecco-jcc/jjw148
Virta,2017,Europe,Finland,Finland,country,,Finland,Finland,Finland,<10,Pediatric-Onset,Females,2011-2014,2013,4.4,,,,,,,,,Virta et al. Inflammatory Bowel Disease Incidence is on the Continuous Rise Among All Paediatric Patients Except for the Very Young: A Nationwide Registry-based Study on 28-Year Follow-up. J Crohn Colitis. 2017;11:150.,http://dx.doi.org/10.1093/ecco-jcc/jjw148
Virta,2017,Europe,Finland,Finland,country,,Finland,Finland,Finland,<10,Pediatric-Onset,Males,2011-2014,2013,5.2,,,,,,,,,Virta et al. Inflammatory Bowel Disease Incidence is on the Continuous Rise Among All Paediatric Patients Except for the Very Young: A Nationwide Registry-based Study on 28-Year Follow-up. J Crohn Colitis. 2017;11:150.,http://dx.doi.org/10.1093/ecco-jcc/jjw148
Virta,2017,Europe,Finland,Finland,country,,Finland,Finland,Finland,<10,Pediatric-Onset,Overall,2011-2014,2013,4.8,,,,,,,,,Virta et al. Inflammatory Bowel Disease Incidence is on the Continuous Rise Among All Paediatric Patients Except for the Very Young: A Nationwide Registry-based Study on 28-Year Follow-up. J Crohn Colitis. 2017;11:150.,http://dx.doi.org/10.1093/ecco-jcc/jjw148
Virta,2017,Europe,Finland,Finland,country,,Finland,Finland,Finland,10-15,Pediatric-Onset,Females,2011-2014,2013,24.3,,,,,,,,,Virta et al. Inflammatory Bowel Disease Incidence is on the Continuous Rise Among All Paediatric Patients Except for the Very Young: A Nationwide Registry-based Study on 28-Year Follow-up. J Crohn Colitis. 2017;11:150.,http://dx.doi.org/10.1093/ecco-jcc/jjw148
Virta,2017,Europe,Finland,Finland,country,,Finland,Finland,Finland,10-15,Pediatric-Onset,Males,2011-2014,2013,30.7,,,,,,,,,Virta et al. Inflammatory Bowel Disease Incidence is on the Continuous Rise Among All Paediatric Patients Except for the Very Young: A Nationwide Registry-based Study on 28-Year Follow-up. J Crohn Colitis. 2017;11:150.,http://dx.doi.org/10.1093/ecco-jcc/jjw148
Virta,2017,Europe,Finland,Finland,country,,Finland,Finland,Finland,10-15,Pediatric-Onset,Overall,2011-2014,2013,27.5,,,,,,,,,Virta et al. Inflammatory Bowel Disease Incidence is on the Continuous Rise Among All Paediatric Patients Except for the Very Young: A Nationwide Registry-based Study on 28-Year Follow-up. J Crohn Colitis. 2017;11:150.,http://dx.doi.org/10.1093/ecco-jcc/jjw148
Virta,2017,Europe,Finland,Finland,country,,Finland,Finland,Finland,16-19,Pediatric-Onset,Females,2011-2014,2013,58.2,,,,,,,,,Virta et al. Inflammatory Bowel Disease Incidence is on the Continuous Rise Among All Paediatric Patients Except for the Very Young: A Nationwide Registry-based Study on 28-Year Follow-up. J Crohn Colitis. 2017;11:150.,http://dx.doi.org/10.1093/ecco-jcc/jjw148
Virta,2017,Europe,Finland,Finland,country,,Finland,Finland,Finland,16-19,Pediatric-Onset,Males,2011-2014,2013,58.9,,,,,,,,,Virta et al. Inflammatory Bowel Disease Incidence is on the Continuous Rise Among All Paediatric Patients Except for the Very Young: A Nationwide Registry-based Study on 28-Year Follow-up. J Crohn Colitis. 2017;11:150.,http://dx.doi.org/10.1093/ecco-jcc/jjw148
Virta,2017,Europe,Finland,Finland,country,,Finland,Finland,Finland,16-19,Pediatric-Onset,Overall,2011-2014,2013,58.5,,,,,,,,,Virta et al. Inflammatory Bowel Disease Incidence is on the Continuous Rise Among All Paediatric Patients Except for the Very Young: A Nationwide Registry-based Study on 28-Year Follow-up. J Crohn Colitis. 2017;11:150.,http://dx.doi.org/10.1093/ecco-jcc/jjw148
Bequet,2017,Europe,France,"France (Nord, Pas-de-Calais, Somme, Seine-Maritime)",region,6,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime","Nord, Pas-de-Calais, Somme and Seine-Maritime",<17,Pediatric-Onset,Overall,1988-1990,1989,3,,,,,,,,,Bequet et al. Incidence and Phenotype at Diagnosis of  Very-early-onset Compared with Later-onset  Paediatric Inflammatory Bowel Disease:  A Population-based Study [1988-2011]. Journal of Crohn's and Colitis. 2017;11:519.,http://dx.doi.org/10.1093/ecco-jcc/jjw194
Bequet,2017,Europe,France,"France (Nord, Pas-de-Calais, Somme, Seine-Maritime)",region,6,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime","Nord, Pas-de-Calais, Somme and Seine-Maritime",<6,Very Early-Onset,Overall,1988-1990,1989,0.44,0.22,0.22,,,,,,,Bequet et al. Incidence and Phenotype at Diagnosis of  Very-early-onset Compared with Later-onset  Paediatric Inflammatory Bowel Disease:  A Population-based Study [1988-2011]. Journal of Crohn's and Colitis. 2017;11:519.,http://dx.doi.org/10.1093/ecco-jcc/jjw194
Bequet,2017,Europe,France,"France (Nord, Pas-de-Calais, Somme, Seine-Maritime)",region,6,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime","Nord, Pas-de-Calais, Somme and Seine-Maritime",6-16,Pediatric-Onset,Overall,1988-1990,1989,4.43,3.09,1.1,,,,,,,Bequet et al. Incidence and Phenotype at Diagnosis of  Very-early-onset Compared with Later-onset  Paediatric Inflammatory Bowel Disease:  A Population-based Study [1988-2011]. Journal of Crohn's and Colitis. 2017;11:519.,http://dx.doi.org/10.1093/ecco-jcc/jjw194
Bequet,2017,Europe,France,"France (Nord, Pas-de-Calais, Somme, Seine-Maritime)",region,6,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime","Nord, Pas-de-Calais, Somme and Seine-Maritime",<6,Very Early-Onset,Overall,1988-2011,2000,0.4,0.25,0.12,0.03,,,,,,Bequet et al. Incidence and Phenotype at Diagnosis of  Very-early-onset Compared with Later-onset  Paediatric Inflammatory Bowel Disease:  A Population-based Study [1988-2011]. Journal of Crohn's and Colitis. 2017;11:519.,http://dx.doi.org/10.1093/ecco-jcc/jjw194
Bequet,2017,Europe,France,"France (Nord, Pas-de-Calais, Somme, Seine-Maritime)",region,6,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime","Nord, Pas-de-Calais, Somme and Seine-Maritime",6-16,Pediatric-Onset,Overall,1988-2011,2000,6.4,4.7,1.5,0.2,,,,,,Bequet et al. Incidence and Phenotype at Diagnosis of  Very-early-onset Compared with Later-onset  Paediatric Inflammatory Bowel Disease:  A Population-based Study [1988-2011]. Journal of Crohn's and Colitis. 2017;11:519.,http://dx.doi.org/10.1093/ecco-jcc/jjw194
Bequet,2017,Europe,France,"France (Nord, Pas-de-Calais, Somme, Seine-Maritime)",region,6,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime","Nord, Pas-de-Calais, Somme and Seine-Maritime",<6,Very Early-Onset,Overall,1991-1993,1992,0.2,0.07,0.13,,,,,,,Bequet et al. Incidence and Phenotype at Diagnosis of  Very-early-onset Compared with Later-onset  Paediatric Inflammatory Bowel Disease:  A Population-based Study [1988-2011]. Journal of Crohn's and Colitis. 2017;11:519.,http://dx.doi.org/10.1093/ecco-jcc/jjw194
Bequet,2017,Europe,France,"France (Nord, Pas-de-Calais, Somme, Seine-Maritime)",region,6,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime","Nord, Pas-de-Calais, Somme and Seine-Maritime",6-16,Pediatric-Onset,Overall,1991-1993,1992,4.26,3.23,0.93,,,,,,,Bequet et al. Incidence and Phenotype at Diagnosis of  Very-early-onset Compared with Later-onset  Paediatric Inflammatory Bowel Disease:  A Population-based Study [1988-2011]. Journal of Crohn's and Colitis. 2017;11:519.,http://dx.doi.org/10.1093/ecco-jcc/jjw194
Bequet,2017,Europe,France,"France (Nord, Pas-de-Calais, Somme, Seine-Maritime)",region,6,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime","Nord, Pas-de-Calais, Somme and Seine-Maritime",<6,Very Early-Onset,Overall,1994-1996,1995,0.14,0.14,0,,,,,,,Bequet et al. Incidence and Phenotype at Diagnosis of  Very-early-onset Compared with Later-onset  Paediatric Inflammatory Bowel Disease:  A Population-based Study [1988-2011]. Journal of Crohn's and Colitis. 2017;11:519.,http://dx.doi.org/10.1093/ecco-jcc/jjw194
Bequet,2017,Europe,France,"France (Nord, Pas-de-Calais, Somme, Seine-Maritime)",region,6,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime","Nord, Pas-de-Calais, Somme and Seine-Maritime",6-16,Pediatric-Onset,Overall,1994-1996,1995,4.97,3.58,1.32,,,,,,,Bequet et al. Incidence and Phenotype at Diagnosis of  Very-early-onset Compared with Later-onset  Paediatric Inflammatory Bowel Disease:  A Population-based Study [1988-2011]. Journal of Crohn's and Colitis. 2017;11:519.,http://dx.doi.org/10.1093/ecco-jcc/jjw194
Bequet,2017,Europe,France,"France (Nord, Pas-de-Calais, Somme, Seine-Maritime)",region,6,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime","Nord, Pas-de-Calais, Somme and Seine-Maritime",<6,Very Early-Onset,Overall,1997-1999,1998,0.22,0.14,0.07,,,,,,,Bequet et al. Incidence and Phenotype at Diagnosis of  Very-early-onset Compared with Later-onset  Paediatric Inflammatory Bowel Disease:  A Population-based Study [1988-2011]. Journal of Crohn's and Colitis. 2017;11:519.,http://dx.doi.org/10.1093/ecco-jcc/jjw194
Bequet,2017,Europe,France,"France (Nord, Pas-de-Calais, Somme, Seine-Maritime)",region,6,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime","Nord, Pas-de-Calais, Somme and Seine-Maritime",6-16,Pediatric-Onset,Overall,1997-1999,1998,5.88,4.35,1.39,,,,,,,Bequet et al. Incidence and Phenotype at Diagnosis of  Very-early-onset Compared with Later-onset  Paediatric Inflammatory Bowel Disease:  A Population-based Study [1988-2011]. Journal of Crohn's and Colitis. 2017;11:519.,http://dx.doi.org/10.1093/ecco-jcc/jjw194
Bequet,2017,Europe,France,"France (Nord, Pas-de-Calais, Somme, Seine-Maritime)",region,6,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime","Nord, Pas-de-Calais, Somme and Seine-Maritime",<6,Very Early-Onset,Overall,2000-2002,2001,0.22,0.14,0.07,,,,,,,Bequet et al. Incidence and Phenotype at Diagnosis of  Very-early-onset Compared with Later-onset  Paediatric Inflammatory Bowel Disease:  A Population-based Study [1988-2011]. Journal of Crohn's and Colitis. 2017;11:519.,http://dx.doi.org/10.1093/ecco-jcc/jjw194
Bequet,2017,Europe,France,"France (Nord, Pas-de-Calais, Somme, Seine-Maritime)",region,6,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime","Nord, Pas-de-Calais, Somme and Seine-Maritime",6-16,Pediatric-Onset,Overall,2000-2002,2001,5.76,4.36,1.14,,,,,,,Bequet et al. Incidence and Phenotype at Diagnosis of  Very-early-onset Compared with Later-onset  Paediatric Inflammatory Bowel Disease:  A Population-based Study [1988-2011]. Journal of Crohn's and Colitis. 2017;11:519.,http://dx.doi.org/10.1093/ecco-jcc/jjw194
Bequet,2017,Europe,France,"France (Nord, Pas-de-Calais, Somme, Seine-Maritime)",region,6,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime","Nord, Pas-de-Calais, Somme and Seine-Maritime",<6,Very Early-Onset,Overall,2003-2005,2004,0.36,0.22,0.14,,,,,,,Bequet et al. Incidence and Phenotype at Diagnosis of  Very-early-onset Compared with Later-onset  Paediatric Inflammatory Bowel Disease:  A Population-based Study [1988-2011]. Journal of Crohn's and Colitis. 2017;11:519.,http://dx.doi.org/10.1093/ecco-jcc/jjw194
Bequet,2017,Europe,France,"France (Nord, Pas-de-Calais, Somme, Seine-Maritime)",region,6,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime","Nord, Pas-de-Calais, Somme and Seine-Maritime",6-16,Pediatric-Onset,Overall,2003-2005,2004,7.17,5.45,1.61,,,,,,,Bequet et al. Incidence and Phenotype at Diagnosis of  Very-early-onset Compared with Later-onset  Paediatric Inflammatory Bowel Disease:  A Population-based Study [1988-2011]. Journal of Crohn's and Colitis. 2017;11:519.,http://dx.doi.org/10.1093/ecco-jcc/jjw194
Bequet,2017,Europe,France,"France (Nord, Pas-de-Calais, Somme, Seine-Maritime)",region,6,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime","Nord, Pas-de-Calais, Somme and Seine-Maritime",<6,Very Early-Onset,Overall,2006-2008,2007,1.08,0.72,0.29,,,,,,,Bequet et al. Incidence and Phenotype at Diagnosis of  Very-early-onset Compared with Later-onset  Paediatric Inflammatory Bowel Disease:  A Population-based Study [1988-2011]. Journal of Crohn's and Colitis. 2017;11:519.,http://dx.doi.org/10.1093/ecco-jcc/jjw194
Bequet,2017,Europe,France,"France (Nord, Pas-de-Calais, Somme, Seine-Maritime)",region,6,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime","Nord, Pas-de-Calais, Somme and Seine-Maritime",6-16,Pediatric-Onset,Overall,2006-2008,2007,9.48,7.16,2.16,,,,,,,Bequet et al. Incidence and Phenotype at Diagnosis of  Very-early-onset Compared with Later-onset  Paediatric Inflammatory Bowel Disease:  A Population-based Study [1988-2011]. Journal of Crohn's and Colitis. 2017;11:519.,http://dx.doi.org/10.1093/ecco-jcc/jjw194
Bequet,2017,Europe,France,"France (Nord, Pas-de-Calais, Somme, Seine-Maritime)",region,6,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime","Nord, Pas-de-Calais, Somme and Seine-Maritime",<17,Pediatric-Onset,Overall,2009-2011,2010,6.3,,,,,,,,,Bequet et al. Incidence and Phenotype at Diagnosis of  Very-early-onset Compared with Later-onset  Paediatric Inflammatory Bowel Disease:  A Population-based Study [1988-2011]. Journal of Crohn's and Colitis. 2017;11:519.,http://dx.doi.org/10.1093/ecco-jcc/jjw194
Bequet,2017,Europe,France,"France (Nord, Pas-de-Calais, Somme, Seine-Maritime)",region,6,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime","Nord, Pas-de-Calais, Somme and Seine-Maritime",<6,Very Early-Onset,Overall,2009-2011,2010,0.36,0.14,0.07,,,,,,,Bequet et al. Incidence and Phenotype at Diagnosis of  Very-early-onset Compared with Later-onset  Paediatric Inflammatory Bowel Disease:  A Population-based Study [1988-2011]. Journal of Crohn's and Colitis. 2017;11:519.,http://dx.doi.org/10.1093/ecco-jcc/jjw194
Bequet,2017,Europe,France,"France (Nord, Pas-de-Calais, Somme, Seine-Maritime)",region,6,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime","Nord, Pas-de-Calais, Somme and Seine-Maritime",6-16,Pediatric-Onset,Overall,2009-2011,2010,9.54,6.61,2.73,,,,,,,Bequet et al. Incidence and Phenotype at Diagnosis of  Very-early-onset Compared with Later-onset  Paediatric Inflammatory Bowel Disease:  A Population-based Study [1988-2011]. Journal of Crohn's and Colitis. 2017;11:519.,http://dx.doi.org/10.1093/ecco-jcc/jjw194
Chouraki,2011,Europe,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime, France",region,6,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime","Nord, Pas-de-Calais, Somme and Seine-Maritime",<20,Pediatric-Onset,Overall,1988-1990,1989,,3.4,,,,,,,age-standardized,Chouraki et al. The changing pattern of Crohn's disease incidence in northern France: A continuing increase in the 10- to 19-year-old age bracket (1988-2007).    SEE NOTES - I WOULD RECOMMEND EXCLUDING THIS IN FAVOUR OF DUPLICATE DATA PRESENTED IN BEQUET ET AL (#569). Aliment Pharmcol Ther. 2011;33:1133.,https://doi.org/10.1111/j.1365-2036.2011.04628.x
Chouraki,2011,Europe,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime, France",region,6,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime","Nord, Pas-de-Calais, Somme and Seine-Maritime",<10,Pediatric-Onset,Overall,1988-1990,1989,,0.5,,,,,,,age-standardized,Chouraki et al. The changing pattern of Crohn's disease incidence in northern France: A continuing increase in the 10- to 19-year-old age bracket (1988-2007).    SEE NOTES - I WOULD RECOMMEND EXCLUDING THIS IN FAVOUR OF DUPLICATE DATA PRESENTED IN BEQUET ET AL (#569). Aliment Pharmcol Ther. 2011;33:1133.,https://doi.org/10.1111/j.1365-2036.2011.04628.x
Chouraki,2011,Europe,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime, France",region,6,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime","Nord, Pas-de-Calais, Somme and Seine-Maritime",10-19,Pediatric-Onset,Overall,1988-1990,1989,,6.5,,,,,,,age-standardized,Chouraki et al. The changing pattern of Crohn's disease incidence in northern France: A continuing increase in the 10- to 19-year-old age bracket (1988-2007).    SEE NOTES - I WOULD RECOMMEND EXCLUDING THIS IN FAVOUR OF DUPLICATE DATA PRESENTED IN BEQUET ET AL (#569). Aliment Pharmcol Ther. 2011;33:1133.,https://doi.org/10.1111/j.1365-2036.2011.04628.x
Chouraki,2011,Europe,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime, France",region,6,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime","Nord, Pas-de-Calais, Somme and Seine-Maritime",<20,Pediatric-Onset,Overall,1991-1993,1992,,3.7,,,,,,,age-standardized,Chouraki et al. The changing pattern of Crohn's disease incidence in northern France: A continuing increase in the 10- to 19-year-old age bracket (1988-2007).    SEE NOTES - I WOULD RECOMMEND EXCLUDING THIS IN FAVOUR OF DUPLICATE DATA PRESENTED IN BEQUET ET AL (#569). Aliment Pharmcol Ther. 2011;33:1133.,https://doi.org/10.1111/j.1365-2036.2011.04628.x
Chouraki,2011,Europe,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime, France",region,6,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime","Nord, Pas-de-Calais, Somme and Seine-Maritime",<10,Pediatric-Onset,Overall,1991-1993,1992,,0.3,,,,,,,age-standardized,Chouraki et al. The changing pattern of Crohn's disease incidence in northern France: A continuing increase in the 10- to 19-year-old age bracket (1988-2007).    SEE NOTES - I WOULD RECOMMEND EXCLUDING THIS IN FAVOUR OF DUPLICATE DATA PRESENTED IN BEQUET ET AL (#569). Aliment Pharmcol Ther. 2011;33:1133.,https://doi.org/10.1111/j.1365-2036.2011.04628.x
Chouraki,2011,Europe,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime, France",region,6,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime","Nord, Pas-de-Calais, Somme and Seine-Maritime",10-19,Pediatric-Onset,Overall,1991-1993,1992,,7.2,,,,,,,age-standardized,Chouraki et al. The changing pattern of Crohn's disease incidence in northern France: A continuing increase in the 10- to 19-year-old age bracket (1988-2007).    SEE NOTES - I WOULD RECOMMEND EXCLUDING THIS IN FAVOUR OF DUPLICATE DATA PRESENTED IN BEQUET ET AL (#569). Aliment Pharmcol Ther. 2011;33:1133.,https://doi.org/10.1111/j.1365-2036.2011.04628.x
Chouraki,2011,Europe,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime, France",region,6,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime","Nord, Pas-de-Calais, Somme and Seine-Maritime",<20,Pediatric-Onset,Overall,1994-1996,1995,,4,,,,,,,age-standardized,Chouraki et al. The changing pattern of Crohn's disease incidence in northern France: A continuing increase in the 10- to 19-year-old age bracket (1988-2007).    SEE NOTES - I WOULD RECOMMEND EXCLUDING THIS IN FAVOUR OF DUPLICATE DATA PRESENTED IN BEQUET ET AL (#569). Aliment Pharmcol Ther. 2011;33:1133.,https://doi.org/10.1111/j.1365-2036.2011.04628.x
Chouraki,2011,Europe,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime, France",region,6,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime","Nord, Pas-de-Calais, Somme and Seine-Maritime",<10,Pediatric-Onset,Overall,1994-1996,1995,,0.3,,,,,,,age-standardized,Chouraki et al. The changing pattern of Crohn's disease incidence in northern France: A continuing increase in the 10- to 19-year-old age bracket (1988-2007).    SEE NOTES - I WOULD RECOMMEND EXCLUDING THIS IN FAVOUR OF DUPLICATE DATA PRESENTED IN BEQUET ET AL (#569). Aliment Pharmcol Ther. 2011;33:1133.,https://doi.org/10.1111/j.1365-2036.2011.04628.x
Chouraki,2011,Europe,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime, France",region,6,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime","Nord, Pas-de-Calais, Somme and Seine-Maritime",10-19,Pediatric-Onset,Overall,1994-1996,1995,,7.8,,,,,,,age-standardized,Chouraki et al. The changing pattern of Crohn's disease incidence in northern France: A continuing increase in the 10- to 19-year-old age bracket (1988-2007).    SEE NOTES - I WOULD RECOMMEND EXCLUDING THIS IN FAVOUR OF DUPLICATE DATA PRESENTED IN BEQUET ET AL (#569). Aliment Pharmcol Ther. 2011;33:1133.,https://doi.org/10.1111/j.1365-2036.2011.04628.x
Chouraki,2011,Europe,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime, France",region,6,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime","Nord, Pas-de-Calais, Somme and Seine-Maritime",<20,Pediatric-Onset,Overall,1997-1999,1998,,4.9,,,,,,,age-standardized,Chouraki et al. The changing pattern of Crohn's disease incidence in northern France: A continuing increase in the 10- to 19-year-old age bracket (1988-2007).    SEE NOTES - I WOULD RECOMMEND EXCLUDING THIS IN FAVOUR OF DUPLICATE DATA PRESENTED IN BEQUET ET AL (#569). Aliment Pharmcol Ther. 2011;33:1133.,https://doi.org/10.1111/j.1365-2036.2011.04628.x
Chouraki,2011,Europe,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime, France",region,6,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime","Nord, Pas-de-Calais, Somme and Seine-Maritime",<10,Pediatric-Onset,Overall,1997-1999,1998,,0.5,,,,,,,age-standardized,Chouraki et al. The changing pattern of Crohn's disease incidence in northern France: A continuing increase in the 10- to 19-year-old age bracket (1988-2007).    SEE NOTES - I WOULD RECOMMEND EXCLUDING THIS IN FAVOUR OF DUPLICATE DATA PRESENTED IN BEQUET ET AL (#569). Aliment Pharmcol Ther. 2011;33:1133.,https://doi.org/10.1111/j.1365-2036.2011.04628.x
Chouraki,2011,Europe,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime, France",region,6,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime","Nord, Pas-de-Calais, Somme and Seine-Maritime",10-19,Pediatric-Onset,Overall,1997-1999,1998,,9.6,,,,,,,age-standardized,Chouraki et al. The changing pattern of Crohn's disease incidence in northern France: A continuing increase in the 10- to 19-year-old age bracket (1988-2007).    SEE NOTES - I WOULD RECOMMEND EXCLUDING THIS IN FAVOUR OF DUPLICATE DATA PRESENTED IN BEQUET ET AL (#569). Aliment Pharmcol Ther. 2011;33:1133.,https://doi.org/10.1111/j.1365-2036.2011.04628.x
Chouraki,2011,Europe,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime, France",region,6,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime","Nord, Pas-de-Calais, Somme and Seine-Maritime",<5,Very Early-Onset,Females,1998-2007,2003,,0.2,0.04,,,,,,age-standardized,Chouraki et al. The changing pattern of Crohn's disease incidence in northern France: A continuing increase in the 10- to 19-year-old age bracket (1988-2007).    SEE NOTES - I WOULD RECOMMEND EXCLUDING THIS IN FAVOUR OF DUPLICATE DATA PRESENTED IN BEQUET ET AL (#569). Aliment Pharmcol Ther. 2011;33:1133.,https://doi.org/10.1111/j.1365-2036.2011.04628.x
Chouraki,2011,Europe,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime, France",region,6,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime","Nord, Pas-de-Calais, Somme and Seine-Maritime",<5,Very Early-Onset,Males,1998-2007,2003,,0.1,0.04,,,,,,age-standardized,Chouraki et al. The changing pattern of Crohn's disease incidence in northern France: A continuing increase in the 10- to 19-year-old age bracket (1988-2007).    SEE NOTES - I WOULD RECOMMEND EXCLUDING THIS IN FAVOUR OF DUPLICATE DATA PRESENTED IN BEQUET ET AL (#569). Aliment Pharmcol Ther. 2011;33:1133.,https://doi.org/10.1111/j.1365-2036.2011.04628.x
Chouraki,2011,Europe,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime, France",region,6,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime","Nord, Pas-de-Calais, Somme and Seine-Maritime",5-9,Pediatric-Onset,Females,1998-2007,2003,,0.8,0.5,,,,,,age-standardized,Chouraki et al. The changing pattern of Crohn's disease incidence in northern France: A continuing increase in the 10- to 19-year-old age bracket (1988-2007).    SEE NOTES - I WOULD RECOMMEND EXCLUDING THIS IN FAVOUR OF DUPLICATE DATA PRESENTED IN BEQUET ET AL (#569). Aliment Pharmcol Ther. 2011;33:1133.,https://doi.org/10.1111/j.1365-2036.2011.04628.x
Chouraki,2011,Europe,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime, France",region,6,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime","Nord, Pas-de-Calais, Somme and Seine-Maritime",5-9,Pediatric-Onset,Males,1998-2007,2003,,1,0.3,,,,,,age-standardized,Chouraki et al. The changing pattern of Crohn's disease incidence in northern France: A continuing increase in the 10- to 19-year-old age bracket (1988-2007).    SEE NOTES - I WOULD RECOMMEND EXCLUDING THIS IN FAVOUR OF DUPLICATE DATA PRESENTED IN BEQUET ET AL (#569). Aliment Pharmcol Ther. 2011;33:1133.,https://doi.org/10.1111/j.1365-2036.2011.04628.x
Chouraki,2011,Europe,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime, France",region,6,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime","Nord, Pas-de-Calais, Somme and Seine-Maritime",10-14,Pediatric-Onset,Females,1998-2007,2003,,3.1,1.4,,,,,,age-standardized,Chouraki et al. The changing pattern of Crohn's disease incidence in northern France: A continuing increase in the 10- to 19-year-old age bracket (1988-2007).    SEE NOTES - I WOULD RECOMMEND EXCLUDING THIS IN FAVOUR OF DUPLICATE DATA PRESENTED IN BEQUET ET AL (#569). Aliment Pharmcol Ther. 2011;33:1133.,https://doi.org/10.1111/j.1365-2036.2011.04628.x
Chouraki,2011,Europe,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime, France",region,6,France,"Nord, Pas-de-Calais, Somme and Seine-Maritime","Nord, Pas-de-Calais, Somme and Seine-Maritime",10-14,Pediatric-Onset,Males,1998-2007,2003,,4.4,0.9,,,,,,age-standardized,Chouraki et al. The changing pattern of Crohn's disease incidence in northern France: A continuing increase in the 10- to 19-year-old age bracket (1988-2007).    SEE NOTES - I WOULD RECOMMEND EXCLUDING THIS IN FAVOUR OF DUPLICATE DATA PRESENTED IN BEQUET ET AL (#569). Aliment Pharmcol Ther. 2011;33:1133.,https://doi.org/10.1111/j.1365-2036.2011.04628.x
