index,national,country,name_format,name,geo_ type,iso_a3,marker_lat,marker_long,name_popup,prev_popup,prev_popup_cd,prev_popup_uc,epi_stage_popup,WESP_18_class_popup,prev_IBD,prev_CD,prev_UC,prev_IBD_popup,prev_CD_popup,prev_UC_popup,epi_stage,pop_based,prev_most_recent,prev_AAPC,WESP_18_class,UN_geoscheme,decade,Notes,DeveloperNotes
93,,Spain,,Asturias,region,,43.3614,-5.8593,"<p style=""font-size: 150%""><b>Asturias (Gijon and Liege)</b></p>","<p style=""font-size: 125%""><b>Asturias (Gijon and Liege):</b> In 1997, the prevalence of Crohn's disease was 87.45/100,000 and the prevalence of ulcerative colitis was 109.96/100,000 (<a href='https://scielo.isciii.es/scielo.php?script=sci_abstract&pid=S0212-71992003000100002' target='_blank'>Saro Gismera 2003</a>).</p>","<p style=""font-size: 125%""><b>Asturias (Gijon and Liege):</b> In 1997, the prevalence of Crohn's disease was 87.45/100,000 (<a href='https://scielo.isciii.es/scielo.php?script=sci_abstract&pid=S0212-71992003000100002' target='_blank'>Saro Gismera 2003</a>).</p>","<p style=""font-size: 125%""><b>Asturias (Gijon and Liege):</b> In 1997, the prevalence of ulcerative colitis was 109.96/100,000 (<a href='https://scielo.isciii.es/scielo.php?script=sci_abstract&pid=S0212-71992003000100002' target='_blank'>Saro Gismera 2003</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: developed</p>",17.52800822,0.05901724,19.6587935,"<p style=""font-size: 125%"">Overall prevalence: 17.53<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 0.06<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 19.66<br></p>",AI,pop,,,developed,,,,
94,,Spain,,Ciudad Real,municipality,,38.9848,-3.9274,"<p style=""font-size: 150%""><b>Ciudad Real</b></p>","<p style=""font-size: 125%""><b>Ciudad Real:</b> In 2000, the prevalence of Crohn's disease and ulcerative colitis was 37.2/100,000 and 41.48/100,000, respectively. In 2012, the prevalence of Crohn's disease and ulcerative colitis was 137.2/100,000 and 99.84/100,000, respectively (<a href='https://journals.lww.com/eurojgh/Fulltext/2014/12000/Epidemiology_and_temporal_trends__2000_2012__of.15.aspx' target='_blank'>Lucendo 2014</a>).</p>","<p style=""font-size: 125%""><b>Ciudad Real:</b> In 2000, the prevalence of Crohn's disease was 37.2/100,000. In 2012, the prevalence was 137.2/100,000 (<a href='https://journals.lww.com/eurojgh/Fulltext/2014/12000/Epidemiology_and_temporal_trends__2000_2012__of.15.aspx' target='_blank'>Lucendo 2014</a>).</p>","<p style=""font-size: 125%""><b>Ciudad Real:</b> In 2000, the prevalence of ulcerative colitis was 41.48/100,000. By 2012, the prevalence of had risen to 99.84/100,000 (<a href='https://journals.lww.com/eurojgh/Fulltext/2014/12000/Epidemiology_and_temporal_trends__2000_2012__of.15.aspx' target='_blank'>Lucendo 2014</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: developed</p>",17.52800822,0.05901724,19.6587935,"<p style=""font-size: 125%"">Overall prevalence: 17.53<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 0.06<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 19.66<br></p>",AI,pop,,,developed,,,,
95,,Spain,,Galicia,region,,42.5751,-8.1339,"<p style=""font-size: 150%""><b>Galicia</b></p>","<p style=""font-size: 125%""><b>Galicia:</b> In 1982, the prevalence of Crohn's disease was 5.2/100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/6515083/' target='_blank'>Ruiz 1984</a>).</p>","<p style=""font-size: 125%""><b>Galicia:</b> In 1982, the prevalence of Crohn's disease was 5.2/100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/6515083/' target='_blank'>Ruiz 1984</a>).</p>",,"<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: developed</p>",17.52800822,0.05901724,19.6587935,"<p style=""font-size: 125%"">Overall prevalence: 17.53<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 0.06<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 19.66<br></p>",AI,pop,,,developed,,,,
96,,Spain,,Granada,municipality,,37.1775,-3.5984,"<p style=""font-size: 150%""><b>Granada</b></p>","<p style=""font-size: 125%""><b>Granada:</b> In 1988, the prevalence of Crohn's disease and ulcerative colitis was 9/100,000 and 21/100,000, respectively (<a href='https://gut.bmj.com/content/34/9/1207' target='_blank'>Martinez-Salmeron 1993</a>).</p>","<p style=""font-size: 125%""><b>Granada:</b> In 1988, the prevalence of Crohn's disease was 9/100,000 (<a href='https://gut.bmj.com/content/34/9/1207' target='_blank'>Martinez-Salmeron 1993</a>).</p>","<p style=""font-size: 125%""><b>Granada:</b> In 1988, the prevalence of ulcerative colitis was 21/100,000 (<a href='https://gut.bmj.com/content/34/9/1207' target='_blank'>Martinez-Salmeron 1993</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: developed</p>",17.52800822,0.05901724,19.6587935,"<p style=""font-size: 125%"">Overall prevalence: 17.53<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 0.06<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 19.66<br></p>",AI,pop,,,developed,,,,
97,,Spain,,Madrid,municipality,,40.4168,-3.7038,"<p style=""font-size: 150%""><b>Madrid</b></p>","<p style=""font-size: 125%""><b>Madrid:</b> In 1988, the prevalence of Crohn's disease and ulcerative colitis was 19.8/100,000 and 43.4/100,000, respectively (<a href='https://journals.lww.com/jcge/Abstract/1994/01000/Incidence_and_Prevalence_of_Ulcerative_Colitis_and.8.aspx' target='_blank'>Mate-Jimenez 1994</a>).</p>","<p style=""font-size: 125%""><b>Madrid:</b> In 1988, the prevalence of Crohn's disease was 19.8/100,000 (<a href='https://journals.lww.com/jcge/Abstract/1994/01000/Incidence_and_Prevalence_of_Ulcerative_Colitis_and.8.aspx' target='_blank'>Mate-Jimenez 1994</a>).</p>","<p style=""font-size: 125%""><b>Madrid:</b> In 1988, the prevalence of ulcerative colitis was 43.4/100,000 (<a href='https://journals.lww.com/jcge/Abstract/1994/01000/Incidence_and_Prevalence_of_Ulcerative_Colitis_and.8.aspx' target='_blank'>Mate-Jimenez 1994</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: developed</p>",17.52800822,0.05901724,19.6587935,"<p style=""font-size: 125%"">Overall prevalence: 17.53<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 0.06<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 19.66<br></p>",AI,pop,,,developed,,,,
98,,Spain,,Sagunto,municipality,,39.6801,-0.2784,"<p style=""font-size: 150%""><b>Sagunto</b></p>","<p style=""font-size: 125%""><b>Sagunto:</b> In 1986, the prevalence of Crohn's disease and ulcerative colitis was 21.4/100,000 and 28.87/100,000, respectively (<a href='https://pubmed.ncbi.nlm.nih.gov/2090171/' target='_blank'>Hinojosa 1990</a>).</p>","<p style=""font-size: 125%""><b>Sagunto:</b> In 1986, the prevalence of Crohn's disease was 21.4/100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/2090171/' target='_blank'>Hinojosa 1990</a>).</p>","<p style=""font-size: 125%""><b>Sagunto:</b> In 1986, the prevalence of ulcerative colitis was 28.87/100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/2090171/' target='_blank'>Hinojosa 1990</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: developed</p>",17.52800822,0.05901724,19.6587935,"<p style=""font-size: 125%"">Overall prevalence: 17.53<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 0.06<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 19.66<br></p>",AI,pop,,,developed,,,,
99,,Spain,,Soria,municipality,,41.7666,2.479,"<p style=""font-size: 150%""><b>Soria</b></p>","<p style=""font-size: 125%""><b>Soria:</b> In 1990, the prevalence of Crohn's disease and ulcerative colitis was 13/100,000 and 32/100,000, respectively (Alonso 1992 (Enfermedad inflamatoria intestinal en la provincia de Soria. Estudio clinico y epidemiologico retrospectivo del periodo 1981-1990.)).</p>","<p style=""font-size: 125%""><b>Soria:</b> In 1990, the prevalence of Crohn's disease was 13/100,000 (Alonso 1992 (Enfermedad inflamatoria intestinal en la provincia de Soria. Estudio clinico y epidemiologico retrospectivo del periodo 1981-1990.)).</p>","<p style=""font-size: 125%""><b>Soria:</b> In 1990, the prevalence of ulcerative colitis was 32/100,000 (Alonso 1992 (Enfermedad inflamatoria intestinal en la provincia de Soria. Estudio clinico y epidemiologico retrospectivo del periodo 1981-1990.)).</p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: developed</p>",17.52800822,0.05901724,19.6587935,"<p style=""font-size: 125%"">Overall prevalence: 17.53<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 0.06<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 19.66<br></p>",AI,pop,,,developed,,,,
100,No,Sri Lanka,,Sri Lanka,country,LKA,,,"<p style=""font-size: 150%""><b>Sri Lanka</b></p>","<p style=""font-size: 125%""><b>Columbo and Gampaha:</b> In 2008, the prevalence of Crohn's disease and ulcerative colitis was 1.2/100,000 and 5.3/100,000, respectively (<a href='https://bmcgastroenterol.biomedcentral.com/articles/10.1186/1471-230X-10-32' target='_blank'>Niriella 2010</a>).</p>","<p style=""font-size: 125%""><b>Columbo and Gampaha:</b> In 2008, the prevalence of Crohn's disease was 1.2/100,000 (<a href='https://bmcgastroenterol.biomedcentral.com/articles/10.1186/1471-230X-10-32' target='_blank'>Niriella 2010</a>).</p>","<p style=""font-size: 125%""><b>Columbo and Gampaha:</b> In 2008, the prevalence of ulcerative colitis was 5.3/100,000 (<a href='https://bmcgastroenterol.biomedcentral.com/articles/10.1186/1471-230X-10-32' target='_blank'>Niriella 2010</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: emergence</p>","<p style=""font-size: 125%"">Country status: developing</p>",28.53752412,1.531487304,5.439520678,"<p style=""font-size: 125%"">Overall prevalence: 28.54<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 1.53<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 5.44<br></p>",E,pop,,,developing,,,,
101,,Sri Lanka,,Columbo and Gampaha,region,,6.9877,79.959,"<p style=""font-size: 150%""><b>Columbo and Gampaha</b></p>","<p style=""font-size: 125%""><b>Columbo and Gampaha:</b> In 2008, the prevalence of Crohn's disease and ulcerative colitis was 1.2/100,000 and 5.3/100,000, respectively (<a href='https://bmcgastroenterol.biomedcentral.com/articles/10.1186/1471-230X-10-32' target='_blank'>Niriella 2010</a>).</p>","<p style=""font-size: 125%""><b>Columbo and Gampaha:</b> In 2008, the prevalence of Crohn's disease was 1.2/100,000 (<a href='https://bmcgastroenterol.biomedcentral.com/articles/10.1186/1471-230X-10-32' target='_blank'>Niriella 2010</a>).</p>","<p style=""font-size: 125%""><b>Columbo and Gampaha:</b> In 2008, the prevalence of ulcerative colitis was 5.3/100,000 (<a href='https://bmcgastroenterol.biomedcentral.com/articles/10.1186/1471-230X-10-32' target='_blank'>Niriella 2010</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: emergence</p>","<p style=""font-size: 125%"">Country status: developing</p>",28.53752412,1.531487304,5.439520678,"<p style=""font-size: 125%"">Overall prevalence: 28.54<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 1.53<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 5.44<br></p>",E,pop,,,developing,,,,
102,,Sweden,,Sweden,country,SWE,,,"<p style=""font-size: 150%""><b>Sweden</b></p>","<p style=""font-size: 125%""><b>National:</b> In 2010, the prevalence of Crohn's disease and ulcerative colitis was 190/100,000 and 350/100,000, respectively (<a href='https://onlinelibrary.wiley.com/doi/10.1111/apt.12528' target='_blank'>Busch 2014</a>).</p>","<p style=""font-size: 125%""><b>National:</b> In 2010, the prevalence of Crohn's disease was 190/100,000 (<a href='https://onlinelibrary.wiley.com/doi/10.1111/apt.12528' target='_blank'>Busch 2014</a>).</p>","<p style=""font-size: 125%""><b>National:</b> In 2010, the prevalence of ulcerative colitis was 350/100,000 (<a href='https://onlinelibrary.wiley.com/doi/10.1111/apt.12528' target='_blank'>Busch 2014</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developed</p>",22.42735645,12.70977798,14.65233989,"<p style=""font-size: 125%"">Overall prevalence: 22.43<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 12.71<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 14.65<br></p>",AI,notpop,,,developed,,,,
103,,Sweden,,Goteborg,municipality,,57.7089,11.9746,"<p style=""font-size: 150%""><b>Göteborg</b></p>","<p style=""font-size: 125%""><b>Göteborg:</b> In 1990, the prevalence of Crohn's disease and ulcerative colitis was 94/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365529609031630' target='_blank'>Lindgren 1996</a>).</p>","<p style=""font-size: 125%""><b>Göteborg:</b> In 1990, the prevalence of Crohn's disease was 94/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365529609031630' target='_blank'>Lindgren 1996</a>).</p>","<p style=""font-size: 125%""><b>Göteborg:</b> In 1990, the prevalence of ulcerative colitis was 94/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365529609031630' target='_blank'>Lindgren 1996</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developed</p>",22.42735645,12.70977798,14.65233989,"<p style=""font-size: 125%"">Overall prevalence: 22.43<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 12.71<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 14.65<br></p>",AI,notpop,,,developed,,,,
104,,Sweden,,Malmo,municipality,,55.605,13.0038,"<p style=""font-size: 150%""><b>Malmö</b></p>","<p style=""font-size: 125%""><b>Malmö:</b> In 1968, the prevalence of ulcerative colitis was 89/100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/1150043/' target='_blank'>Brahme 1975</a>).</p>",,"<p style=""font-size: 125%""><b>Malmö:</b> In 1968, the prevalence of ulcerative colitis was 89/100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/1150043/' target='_blank'>Brahme 1975</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developed</p>",22.42735645,12.70977798,14.65233989,"<p style=""font-size: 125%"">Overall prevalence: 22.43<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 12.71<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 14.65<br></p>",AI,notpop,,,developed,,,,
105,,Sweden,,Orebro,municipality,,59.2753,15.2134,"<p style=""font-size: 150%""><b>Örebro</b></p>","<p style=""font-size: 125%""><b>Örebro:</b> In 1987, the prevalence of ulcerative colitis was 198/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365529209000168' target='_blank'>Tysk 1992</a>).</p>",,"<p style=""font-size: 125%""><b>Örebro:</b> In 1987, the prevalence of ulcerative colitis was 198/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365529209000168' target='_blank'>Tysk 1992</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developed</p>",22.42735645,12.70977798,14.65233989,"<p style=""font-size: 125%"">Overall prevalence: 22.43<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 12.71<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 14.65<br></p>",AI,notpop,,,developed,,,,
106,,Sweden,,STOCKHOLM,municipality,,59.3293,18.0686,"<p style=""font-size: 150%""><b>Stockholm</b></p>","<p style=""font-size: 125%""><b>Stockholm:</b> In 2001, the prevalence of Crohn's disease was 213/100,000 (<a href='https://www.wjgnet.com/1007-9327/full/v12/i1/75.htm' target='_blank'>Lapidus 2006</a>).</p>","<p style=""font-size: 125%""><b>Stockholm:</b> In 2001, the prevalence of Crohn's disease was 213/100,000 (<a href='https://www.wjgnet.com/1007-9327/full/v12/i1/75.htm' target='_blank'>Lapidus 2006</a>).</p>",,"<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developed</p>",22.42735645,12.70977798,14.65233989,"<p style=""font-size: 125%"">Overall prevalence: 22.43<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 12.71<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 14.65<br></p>",AI,notpop,,,developed,,,,
107,,Sweden,,Uppsala,municipality,,59.8586,17.6389,"<p style=""font-size: 150%""><b>Uppsala</b></p>","<p style=""font-size: 125%""><b>Uppsala:</b> The prevalence of Crohn's disease was 27.0/100,000 in 1967 (<a href='https://pubmed.ncbi.nlm.nih.gov/5455824/' target='_blank'>Norlen 1970</a>) and 38.5/100,000 in 1973 (<a href='https://pubmed.ncbi.nlm.nih.gov/1188306/' target='_blank'>Bergman 1975</a>).</p>","<p style=""font-size: 125%""><b>Uppsala:</b> The prevalence of Crohn's disease was 27.0/100,000 in 1967 (<a href='https://pubmed.ncbi.nlm.nih.gov/5455824/' target='_blank'>Norlen 1970</a>) and 38.5/100,000 in 1973 (<a href='https://pubmed.ncbi.nlm.nih.gov/1188306/' target='_blank'>Bergman 1975</a>).</p>",,"<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developed</p>",22.42735645,12.70977798,14.65233989,"<p style=""font-size: 125%"">Overall prevalence: 22.43<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 12.71<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 14.65<br></p>",AI,notpop,,,developed,,,,
108,No,Switzerland,,Switzerland,country,CHE,,,"<p style=""font-size: 150%""><b>Switzerland</b></p>","<p style=""font-size: 125%""><b>Vaud:</b> In 2004, the prevalence of Crohn's disease and ulcerative colitis was 105.0/100,000 and 100.7/100,000, respectively (<a href='https://academic.oup.com/ecco-jcc/article/2/2/131/381797?login=true' target='_blank'>Juillerat 2008</a>).</p>","<p style=""font-size: 125%""><b>Vaud:</b> In 2004, the prevalence of Crohn's disease was 105.0/100,000 (<a href='https://academic.oup.com/ecco-jcc/article/2/2/131/381797?login=true' target='_blank'>Juillerat 2008</a>).</p>","<p style=""font-size: 125%""><b>Vaud:</b> In 2004, the prevalence of ulcerative colitis was 100.7/100,000 (<a href='https://academic.oup.com/ecco-jcc/article/2/2/131/381797?login=true' target='_blank'>Juillerat 2008</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: developed</p>",28.72607271,17.86858631,6.882194518,"<p style=""font-size: 125%"">Overall prevalence: 28.73<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 17.87<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 6.88<br></p>",CP,notpop,,,developed,,,,
109,,Switzerland,,Vaud,region,,46.5613,6.5368,"<p style=""font-size: 150%""><b>Vaud</b></p>","<p style=""font-size: 125%""><b>Vaud:</b> In 2004, the prevalence of Crohn's disease and ulcerative colitis was 105.0/100,000 and 100.7/100,000, respectively (<a href='https://academic.oup.com/ecco-jcc/article/2/2/131/381797?login=true' target='_blank'>Juillerat 2008</a>).</p>","<p style=""font-size: 125%""><b>Vaud:</b> In 2004, the prevalence of Crohn's disease was 105.0/100,000 (<a href='https://academic.oup.com/ecco-jcc/article/2/2/131/381797?login=true' target='_blank'>Juillerat 2008</a>).</p>","<p style=""font-size: 125%""><b>Vaud:</b> In 2004, the prevalence of ulcerative colitis was 100.7/100,000 (<a href='https://academic.oup.com/ecco-jcc/article/2/2/131/381797?login=true' target='_blank'>Juillerat 2008</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: developed</p>",28.72607271,17.86858631,6.882194518,"<p style=""font-size: 125%"">Overall prevalence: 28.73<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 17.87<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 6.88<br></p>",CP,notpop,,,developed,,,,
110,,Taiwan,,Taiwan,country,TWN,,,"<p style=""font-size: 150%""><b>Taiwan</b></p>","<p style=""font-size: 125%""><b>National:</b> In 1998, the prevalence of Crohn's disease and ulcerative colitis was 0.19/100,000 and 0.61/100,000, respectively (<a href='https://bmcgastroenterol.biomedcentral.com/articles/10.1186/1471-230X-13-166' target='_blank'>Wei 2013</a>). In 2015, the prevalence of Crohn's disease and ulcerative colitis was 3.8/100,000 and 12.7/100,000, respectively (<a href='https://www.irjournal.org/journal/view.php?doi=10.5217/ir.2018.00096' target='_blank'>Yen 2019</a>).</p>","<p style=""font-size: 125%""><b>National:</b> In 1998, the prevalence of Crohn's disease was 0.19/100,000 (<a href='https://bmcgastroenterol.biomedcentral.com/articles/10.1186/1471-230X-13-166' target='_blank'>Wei 2013</a>). In 2015, the prevalence was 3.8/100,000 (<a href='https://www.irjournal.org/journal/view.php?doi=10.5217/ir.2018.00096' target='_blank'>Yen 2019</a>).</p>","<p style=""font-size: 125%""><b>National:</b> In 1998, the prevalence of ulcerative colitis was 0.61/100,000 (<a href='https://bmcgastroenterol.biomedcentral.com/articles/10.1186/1471-230X-13-166' target='_blank'>Wei 2013</a>). By 2015, the prevalence had risen to 12.7/100,000 (<a href='https://www.irjournal.org/journal/view.php?doi=10.5217/ir.2018.00096' target='_blank'>Yen 2019</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: developing</p>",7.958942885,20.75945453,26.86369979,"<p style=""font-size: 125%"">Overall prevalence: 7.96<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 20.76<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 26.86<br></p>",CP,pop,,,developing,,,,
111,No,Turkey,,Turkey,country,TUR,,,"<p style=""font-size: 150%""><b>Turkey</b></p>","<p style=""font-size: 125%""><b>Trakya:</b> In 2002, the prevalence of ulcerative colitis was 4.9 (<a href='https://journals.sagepub.com/doi/10.1177/147323000303100211' target='_blank'>Tezel 2003</a>).</p>",,"<p style=""font-size: 125%""><b>Trakya:</b> In 2002, the prevalence of ulcerative colitis was 4.9 (<a href='https://journals.sagepub.com/doi/10.1177/147323000303100211' target='_blank'>Tezel 2003</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developing</p>",11.90727874,13.69721742,5.679900361,"<p style=""font-size: 125%"">Overall prevalence: 11.91<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 13.7<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 5.68<br></p>",AI,pop,,,developing,,,,
112,,Turkey,,Trakya,region,,41.6753,26.5602,"<p style=""font-size: 150%""><b>Trakya</b></p>","<p style=""font-size: 125%""><b>Trakya:</b> In 2002, the prevalence of ulcerative colitis was 4.9 (<a href='https://journals.sagepub.com/doi/10.1177/147323000303100211' target='_blank'>Tezel 2003</a>).</p>",,"<p style=""font-size: 125%""><b>Trakya:</b> In 2002, the prevalence of ulcerative colitis was 4.9 (<a href='https://journals.sagepub.com/doi/10.1177/147323000303100211' target='_blank'>Tezel 2003</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developing</p>",11.90727874,13.69721742,5.679900361,"<p style=""font-size: 125%"">Overall prevalence: 11.91<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 13.7<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 5.68<br></p>",AI,pop,,,developing,,,,
113,,United Kingdom,,United Kingdom,country,GBR,,,"<p style=""font-size: 150%""><b>United Kingdom</b></p>","<p style=""font-size: 125%""><b>National:</b> In 1996, the prevalence of Crohn's disease and ulcerative colitis was 114/100,000 and 177/100,000, respectively (<a href='https://onlinelibrary.wiley.com/doi/10.1002/pds.698' target='_blank'>Lewis 2002</a>).</p>","<p style=""font-size: 125%""><b>National:</b> In 1996, the prevalence of Crohn's disease was 114/100,000 (<a href='https://onlinelibrary.wiley.com/doi/10.1002/pds.698' target='_blank'>Lewis 2002</a>).</p>","<p style=""font-size: 125%""><b>National:</b> In 1996, the prevalence of ulcerative colitis was  177/100,000 (<a href='https://onlinelibrary.wiley.com/doi/10.1002/pds.698' target='_blank'>Lewis 2002</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: major developed</p>",20.77777259,12.13796716,29.01171949,"<p style=""font-size: 125%"">Overall prevalence: 20.78<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 12.14<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 29.01<br></p>",CP,pop,,,major developed,,1950s,,
114,,United Kingdom,,Scotland,region,,56.4907,-4.2026,"<p style=""font-size: 150%""><b>Northeast Scotland</b></p>","<p style=""font-size: 125%""><b>Northeast Scotland:</b> In 1988, the prevalence of Crohn's disease was 147/100,000 in Grampian, the Orkney Islands, and the Shetland Islands (<a href='https://www.sciencedirect.com/science/article/pii/001650859290826K?via%3Dihub' target='_blank'>Kyle 1992</a>).</p>","<p style=""font-size: 125%""><b>Northeast Scotland:</b> In 1988, the prevalence of Crohn's disease was 147/100,000 in Grampian, the Orkney Islands, and the Shetland Islands (<a href='https://www.sciencedirect.com/science/article/pii/001650859290826K?via%3Dihub' target='_blank'>Kyle 1992</a>).</p>",,"<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: major developed</p>",20.77777259,12.13796716,29.01171949,"<p style=""font-size: 125%"">Overall prevalence: 20.78<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 12.14<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 29.01<br></p>",CP,pop,,,major developed,,1950s,,
115,,United Kingdom,,Wales,region,,52.1307,-3.7837,"<p style=""font-size: 150%""><b>Wales</b></p>","<p style=""font-size: 125%""><b>Wales:</b> In 1976, the prevalence of Crohn's disease was 40.2/100,000 (<a href='https://pmj.bmj.com/content/56/655/336' target='_blank'>Mayberry 1980</a>).</p>","<p style=""font-size: 125%""><b>Wales:</b> In 1976, the prevalence of Crohn's disease was 40.2/100,000 (<a href='https://pmj.bmj.com/content/56/655/336' target='_blank'>Mayberry 1980</a>).</p>",,"<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: major developed</p>",20.77777259,12.13796716,29.01171949,"<p style=""font-size: 125%"">Overall prevalence: 20.78<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 12.14<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 29.01<br></p>",CP,pop,,,major developed,,1950s,,
